peptide_id,organism,mic_value_uM,mic_type,active_threshold_uM,inactive_threshold_uM,threshold_match_level,label,label_reason
24166,Klebsiella pneumoniae,50.0,censored,,,none,unlabeled,no_threshold_available
24166,Pseudomonas aeruginosa,50.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24166,Staphylococcus aureus,18.8,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24167,Escherichia coli,25.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24167,Klebsiella pneumoniae,100.0,exact,,,none,unlabeled,no_threshold_available
24167,Pseudomonas aeruginosa,100.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24167,Staphylococcus aureus,50.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24168,Escherichia coli,25.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24168,Klebsiella pneumoniae,100.0,exact,,,none,unlabeled,no_threshold_available
24168,Pseudomonas aeruginosa,50.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24168,Staphylococcus aureus,100.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24169,Staphylococcus aureus,4.36,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24169,Enterococcus faecium,1.87,exact,,,none,unlabeled,no_threshold_available
24169,Enterococcus faecalis,5.61,averaged,,,none,unlabeled,no_threshold_available
24169,Streptococcus suis,2.81,averaged,,,none,unlabeled,no_threshold_available
24169,Streptococcus pyogenes,1.87,exact,,,none,unlabeled,no_threshold_available
24169,Streptococcus agalactiae,1.87,exact,,,none,unlabeled,no_threshold_available
24169,Escherichia coli,3.74,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24169,Salmonella enterica,7.47,exact,,,none,unlabeled,no_threshold_available
24169,Klebsiella pneumoniae,7.47,exact,,,none,unlabeled,no_threshold_available
24169,Acinetobacter baumannii,0.934,exact,,,none,unlabeled,no_threshold_available
24169,Pseudomonas aeruginosa,3.74,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24170,Staphylococcus aureus,4.87,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24170,Enterococcus faecium,1.46,exact,,,none,unlabeled,no_threshold_available
24170,Enterococcus faecalis,4.38,averaged,,,none,unlabeled,no_threshold_available
24170,Streptococcus suis,1.46,exact,,,none,unlabeled,no_threshold_available
24170,Streptococcus pyogenes,1.46,exact,,,none,unlabeled,no_threshold_available
24170,Streptococcus agalactiae,1.46,exact,,,none,unlabeled,no_threshold_available
24170,Escherichia coli,2.92,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24170,Salmonella enterica,5.84,exact,,,none,unlabeled,no_threshold_available
24170,Klebsiella pneumoniae,5.84,exact,,,none,unlabeled,no_threshold_available
24170,Acinetobacter baumannii,0.73,exact,,,none,unlabeled,no_threshold_available
24170,Pseudomonas aeruginosa,2.92,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24171,Escherichia coli,13.3,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24171,Klebsiella pneumoniae,6.63,exact,,,none,unlabeled,no_threshold_available
24172,Escherichia coli,52.5,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24172,Klebsiella pneumoniae,52.5,censored,,,none,unlabeled,no_threshold_available
24175,Escherichia coli,52.4,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24175,Klebsiella pneumoniae,52.4,censored,,,none,unlabeled,no_threshold_available
24176,Escherichia coli,12.9,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24176,Klebsiella pneumoniae,25.8,exact,,,none,unlabeled,no_threshold_available
24177,Escherichia coli,6.68,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24177,Klebsiella pneumoniae,6.68,exact,,,none,unlabeled,no_threshold_available
24178,Escherichia coli,13.3,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24178,Klebsiella pneumoniae,3.31,exact,,,none,unlabeled,no_threshold_available
24179,Escherichia coli,54.2,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24179,Klebsiella pneumoniae,54.2,exact,,,none,unlabeled,no_threshold_available
24180,Escherichia coli,6.63,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24180,Klebsiella pneumoniae,6.63,exact,,,none,unlabeled,no_threshold_available
24181,Escherichia coli,13.4,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24181,Klebsiella pneumoniae,3.35,exact,,,none,unlabeled,no_threshold_available
24182,Escherichia coli,51.3,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24182,Klebsiella pneumoniae,51.3,exact,,,none,unlabeled,no_threshold_available
24183,Escherichia coli,51.2,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24183,Klebsiella pneumoniae,51.2,censored,,,none,unlabeled,no_threshold_available
24184,Escherichia coli,51.8,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24184,Klebsiella pneumoniae,51.8,censored,,,none,unlabeled,no_threshold_available
24185,Escherichia coli,3.2,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24185,Klebsiella pneumoniae,3.2,exact,,,none,unlabeled,no_threshold_available
24186,Escherichia coli,6.4,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24186,Klebsiella pneumoniae,6.4,exact,,,none,unlabeled,no_threshold_available
24187,Escherichia coli,3.24,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24187,Klebsiella pneumoniae,3.24,exact,,,none,unlabeled,no_threshold_available
24188,Escherichia coli,6.64,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24188,Klebsiella pneumoniae,6.64,exact,,,none,unlabeled,no_threshold_available
24189,Escherichia coli,3.21,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24189,Klebsiella pneumoniae,1.6,exact,,,none,unlabeled,no_threshold_available
24190,Escherichia coli,3.24,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24190,Klebsiella pneumoniae,3.24,exact,,,none,unlabeled,no_threshold_available
24191,Escherichia coli,13.4,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24191,Klebsiella pneumoniae,6.7,exact,,,none,unlabeled,no_threshold_available
24192,Escherichia coli,25.3,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24192,Klebsiella pneumoniae,6.32,exact,,,none,unlabeled,no_threshold_available
24193,Escherichia coli,12.6,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24193,Klebsiella pneumoniae,12.6,exact,,,none,unlabeled,no_threshold_available
24194,Escherichia coli,15.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24194,Klebsiella pneumoniae,3.75,exact,,,none,unlabeled,no_threshold_available
24195,Escherichia coli,70.2,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24195,Klebsiella pneumoniae,70.2,censored,,,none,unlabeled,no_threshold_available
24196,Escherichia coli,81.6,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24196,Klebsiella pneumoniae,81.6,censored,,,none,unlabeled,no_threshold_available
24197,Escherichia coli,56.3,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24197,Klebsiella pneumoniae,56.3,censored,,,none,unlabeled,no_threshold_available
24198,Escherichia coli,62.7,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24198,Klebsiella pneumoniae,62.7,censored,,,none,unlabeled,no_threshold_available
24199,Escherichia coli,0.833,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24199,Enterococcus faecium,16.0,exact,,,none,unlabeled,no_threshold_available
24199,Staphylococcus aureus,21.3,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24199,Klebsiella pneumoniae,2.0,exact,,,none,unlabeled,no_threshold_available
24199,Acinetobacter baumannii,1.0,exact,,,none,unlabeled,no_threshold_available
24199,Enterobacter cloacae,2.0,exact,,,none,unlabeled,no_threshold_available
24199,Pseudomonas aeruginosa,16.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24200,Escherichia coli,0.833,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24200,Enterococcus faecium,16.0,exact,,,none,unlabeled,no_threshold_available
24200,Staphylococcus aureus,16.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24200,Klebsiella pneumoniae,2.0,exact,,,none,unlabeled,no_threshold_available
24200,Acinetobacter baumannii,1.0,exact,,,none,unlabeled,no_threshold_available
24200,Pseudomonas aeruginosa,8.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24200,Enterobacter cloacae,2.0,exact,,,none,unlabeled,no_threshold_available
24201,Escherichia coli,1.33,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24201,Enterococcus faecium,4.0,exact,,,none,unlabeled,no_threshold_available
24201,Staphylococcus aureus,16.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24201,Klebsiella pneumoniae,2.0,exact,,,none,unlabeled,no_threshold_available
24201,Acinetobacter baumannii,1.0,exact,,,none,unlabeled,no_threshold_available
24201,Pseudomonas aeruginosa,16.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24201,Enterobacter cloacae,2.0,exact,,,none,unlabeled,no_threshold_available
24202,Escherichia coli,2.33,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24202,Enterococcus faecium,4.0,exact,,,none,unlabeled,no_threshold_available
24202,Staphylococcus aureus,8.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24202,Klebsiella pneumoniae,2.0,exact,,,none,unlabeled,no_threshold_available
24202,Acinetobacter baumannii,1.0,exact,,,none,unlabeled,no_threshold_available
24202,Pseudomonas aeruginosa,4.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24202,Enterobacter cloacae,2.0,exact,,,none,unlabeled,no_threshold_available
24203,Escherichia coli,1.67,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24203,Enterococcus faecium,4.0,exact,,,none,unlabeled,no_threshold_available
24203,Staphylococcus aureus,4.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24203,Klebsiella pneumoniae,2.0,exact,,,none,unlabeled,no_threshold_available
24203,Acinetobacter baumannii,2.0,exact,,,none,unlabeled,no_threshold_available
24203,Pseudomonas aeruginosa,8.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24203,Enterobacter cloacae,2.0,exact,,,none,unlabeled,no_threshold_available
24207,Staphylococcus aureus,0.526,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24207,Pseudomonas aeruginosa,8.41,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24207,Escherichia coli,2.1,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24207,Acinetobacter baumannii,2.1,averaged,,,none,unlabeled,no_threshold_available
24207,Klebsiella pneumoniae,6.31,censored,,,none,unlabeled,no_threshold_available
24208,Pseudomonas aeruginosa,17.3,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24209,Pseudomonas aeruginosa,66.9,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24210,Pseudomonas aeruginosa,16.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24211,Pseudomonas aeruginosa,6.43,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24217,Escherichia coli,4.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24217,Pseudomonas aeruginosa,7.9,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24217,Staphylococcus aureus,10.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24219,Escherichia coli,10.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24219,Pseudomonas aeruginosa,10.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24219,Staphylococcus aureus,10.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24220,Escherichia coli,10.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24220,Pseudomonas aeruginosa,10.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24220,Staphylococcus aureus,10.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24237,Aeromonas hydrophila,8.0,exact,,,none,unlabeled,no_threshold_available
24237,Vibrio harveyi,16.0,exact,,,none,unlabeled,no_threshold_available
24237,Vibrio proteolyticus,16.0,exact,,,none,unlabeled,no_threshold_available
24237,Vibrio parahaemolyticus,8.0,exact,,,none,unlabeled,no_threshold_available
24237,Vibrio fluvialis,16.0,exact,,,none,unlabeled,no_threshold_available
24238,Pseudomonas aeruginosa,17.4,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24239,Pseudomonas aeruginosa,52.8,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24240,Vibrio cholerae,32.0,exact,,,none,unlabeled,no_threshold_available
24240,Vibrio parahaemolyticus,16.0,exact,,,none,unlabeled,no_threshold_available
24240,Vibrio fluvialis,32.0,exact,,,none,unlabeled,no_threshold_available
24241,Escherichia coli,2.1,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24241,Staphylococcus aureus,4.21,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24241,Pseudomonas aeruginosa,16.8,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24241,Klebsiella pneumoniae,8.41,exact,,,none,unlabeled,no_threshold_available
24241,Acinetobacter baumannii,2.1,exact,,,none,unlabeled,no_threshold_available
24241,Enterococcus faecalis,4.21,exact,,,none,unlabeled,no_threshold_available
24241,Enterococcus faecium,2.1,exact,,,none,unlabeled,no_threshold_available
24241,Clostridioides difficile,3.16,averaged,,,none,unlabeled,no_threshold_available
24242,Escherichia coli,2.06,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24242,Staphylococcus aureus,4.13,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24242,Acinetobacter baumannii,2.06,exact,,,none,unlabeled,no_threshold_available
24242,Enterococcus faecalis,4.13,exact,,,none,unlabeled,no_threshold_available
24242,Enterococcus faecium,2.06,exact,,,none,unlabeled,no_threshold_available
24242,Clostridioides difficile,3.09,averaged,,,none,unlabeled,no_threshold_available
24243,Staphylococcus aureus,2.06,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24243,Pseudomonas aeruginosa,8.25,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
24243,Klebsiella pneumoniae,4.13,exact,,,none,unlabeled,no_threshold_available
24243,Acinetobacter baumannii,2.06,exact,,,none,unlabeled,no_threshold_available
24243,Enterococcus faecium,1.03,exact,,,none,unlabeled,no_threshold_available
24243,Clostridioides difficile,2.06,averaged,,,none,unlabeled,no_threshold_available
24261,Acinetobacter baumannii,16.0,exact,,,none,unlabeled,no_threshold_available
24261,Escherichia coli,6.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24261,Klebsiella pneumoniae,8.0,exact,,,none,unlabeled,no_threshold_available
24261,Pseudomonas aeruginosa,8.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24261,Staphylococcus aureus,16.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24261,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24261,Enterococcus faecium,16.0,exact,,,none,unlabeled,no_threshold_available
24267,Acinetobacter baumannii,64.0,censored,,,none,unlabeled,no_threshold_available
24267,Escherichia coli,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24267,Klebsiella pneumoniae,64.0,censored,,,none,unlabeled,no_threshold_available
24267,Pseudomonas aeruginosa,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24267,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24267,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24267,Enterococcus faecium,64.0,censored,,,none,unlabeled,no_threshold_available
24268,Acinetobacter baumannii,64.0,exact,,,none,unlabeled,no_threshold_available
24268,Escherichia coli,28.8,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24268,Klebsiella pneumoniae,64.0,exact,,,none,unlabeled,no_threshold_available
24268,Pseudomonas aeruginosa,12.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24268,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24268,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24268,Enterococcus faecium,32.0,exact,,,none,unlabeled,no_threshold_available
24269,Acinetobacter baumannii,64.0,exact,,,none,unlabeled,no_threshold_available
24269,Escherichia coli,24.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24269,Klebsiella pneumoniae,64.0,exact,,,none,unlabeled,no_threshold_available
24269,Pseudomonas aeruginosa,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24269,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24269,Enterococcus faecalis,32.0,exact,,,none,unlabeled,no_threshold_available
24269,Enterococcus faecium,32.0,exact,,,none,unlabeled,no_threshold_available
24270,Acinetobacter baumannii,64.0,exact,,,none,unlabeled,no_threshold_available
24270,Escherichia coli,32.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24270,Klebsiella pneumoniae,64.0,exact,,,none,unlabeled,no_threshold_available
24270,Pseudomonas aeruginosa,8.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24270,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24270,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24270,Enterococcus faecium,8.0,exact,,,none,unlabeled,no_threshold_available
24271,Acinetobacter baumannii,64.0,censored,,,none,unlabeled,no_threshold_available
24271,Escherichia coli,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24271,Klebsiella pneumoniae,64.0,censored,,,none,unlabeled,no_threshold_available
24271,Pseudomonas aeruginosa,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24271,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24271,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24271,Enterococcus faecium,64.0,exact,,,none,unlabeled,no_threshold_available
24272,Acinetobacter baumannii,32.0,exact,,,none,unlabeled,no_threshold_available
24272,Escherichia coli,6.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24272,Klebsiella pneumoniae,8.0,exact,,,none,unlabeled,no_threshold_available
24272,Pseudomonas aeruginosa,4.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24272,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24272,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24272,Enterococcus faecium,8.0,exact,,,none,unlabeled,no_threshold_available
24273,Acinetobacter baumannii,64.0,censored,,,none,unlabeled,no_threshold_available
24273,Escherichia coli,48.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24273,Klebsiella pneumoniae,64.0,censored,,,none,unlabeled,no_threshold_available
24273,Pseudomonas aeruginosa,16.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24273,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24273,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24273,Enterococcus faecium,16.0,exact,,,none,unlabeled,no_threshold_available
24274,Acinetobacter baumannii,32.0,exact,,,none,unlabeled,no_threshold_available
24274,Escherichia coli,12.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24274,Klebsiella pneumoniae,64.0,exact,,,none,unlabeled,no_threshold_available
24274,Pseudomonas aeruginosa,16.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24274,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24274,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24274,Enterococcus faecium,16.0,exact,,,none,unlabeled,no_threshold_available
24275,Acinetobacter baumannii,64.0,censored,,,none,unlabeled,no_threshold_available
24275,Escherichia coli,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24275,Klebsiella pneumoniae,64.0,censored,,,none,unlabeled,no_threshold_available
24275,Pseudomonas aeruginosa,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24275,Staphylococcus aureus,32.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24275,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24275,Enterococcus faecium,32.0,exact,,,none,unlabeled,no_threshold_available
24276,Acinetobacter baumannii,64.0,censored,,,none,unlabeled,no_threshold_available
24276,Escherichia coli,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24276,Klebsiella pneumoniae,64.0,censored,,,none,unlabeled,no_threshold_available
24276,Pseudomonas aeruginosa,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24276,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24276,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24276,Enterococcus faecium,32.0,exact,,,none,unlabeled,no_threshold_available
24277,Acinetobacter baumannii,64.0,exact,,,none,unlabeled,no_threshold_available
24277,Escherichia coli,26.4,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24277,Klebsiella pneumoniae,64.0,censored,,,none,unlabeled,no_threshold_available
24277,Pseudomonas aeruginosa,4.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24277,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24277,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24277,Enterococcus faecium,32.0,exact,,,none,unlabeled,no_threshold_available
24278,Acinetobacter baumannii,64.0,censored,,,none,unlabeled,no_threshold_available
24278,Escherichia coli,28.8,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24278,Klebsiella pneumoniae,64.0,exact,,,none,unlabeled,no_threshold_available
24278,Pseudomonas aeruginosa,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24278,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24278,Enterococcus faecalis,32.0,exact,,,none,unlabeled,no_threshold_available
24278,Enterococcus faecium,2.0,exact,,,none,unlabeled,no_threshold_available
24279,Acinetobacter baumannii,64.0,censored,,,none,unlabeled,no_threshold_available
24279,Escherichia coli,28.8,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24279,Klebsiella pneumoniae,32.0,exact,,,none,unlabeled,no_threshold_available
24279,Pseudomonas aeruginosa,32.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24279,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24279,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24279,Enterococcus faecium,32.0,exact,,,none,unlabeled,no_threshold_available
24280,Acinetobacter baumannii,64.0,exact,,,none,unlabeled,no_threshold_available
24280,Escherichia coli,32.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24280,Klebsiella pneumoniae,64.0,censored,,,none,unlabeled,no_threshold_available
24280,Pseudomonas aeruginosa,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24280,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24280,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24280,Enterococcus faecium,64.0,exact,,,none,unlabeled,no_threshold_available
24281,Acinetobacter baumannii,32.0,exact,,,none,unlabeled,no_threshold_available
24281,Escherichia coli,6.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24281,Klebsiella pneumoniae,64.0,censored,,,none,unlabeled,no_threshold_available
24281,Pseudomonas aeruginosa,4.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24281,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24281,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24281,Enterococcus faecium,32.0,exact,,,none,unlabeled,no_threshold_available
24282,Acinetobacter baumannii,32.0,exact,,,none,unlabeled,no_threshold_available
24282,Escherichia coli,16.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24282,Klebsiella pneumoniae,64.0,censored,,,none,unlabeled,no_threshold_available
24282,Pseudomonas aeruginosa,12.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24282,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24282,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24282,Enterococcus faecium,16.0,exact,,,none,unlabeled,no_threshold_available
24283,Acinetobacter baumannii,64.0,censored,,,none,unlabeled,no_threshold_available
24283,Escherichia coli,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24283,Klebsiella pneumoniae,64.0,censored,,,none,unlabeled,no_threshold_available
24283,Pseudomonas aeruginosa,42.7,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24283,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24283,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24283,Enterococcus faecium,32.0,exact,,,none,unlabeled,no_threshold_available
24284,Acinetobacter baumannii,64.0,exact,,,none,unlabeled,no_threshold_available
24284,Escherichia coli,44.8,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24284,Klebsiella pneumoniae,64.0,censored,,,none,unlabeled,no_threshold_available
24284,Pseudomonas aeruginosa,12.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24284,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24284,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24284,Enterococcus faecium,4.0,exact,,,none,unlabeled,no_threshold_available
24285,Acinetobacter baumannii,64.0,exact,,,none,unlabeled,no_threshold_available
24285,Escherichia coli,24.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24285,Klebsiella pneumoniae,64.0,censored,,,none,unlabeled,no_threshold_available
24285,Pseudomonas aeruginosa,12.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24285,Staphylococcus aureus,64.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
24285,Enterococcus faecalis,64.0,censored,,,none,unlabeled,no_threshold_available
24285,Enterococcus faecium,8.0,exact,,,none,unlabeled,no_threshold_available
24286,Acinetobacter baumannii,64.0,exact,,,none,unlabeled,no_threshold_available
24286,Escherichia coli,12.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
24286,Klebsiella pneumoniae,64.0,censored,,,none,unlabeled,no_threshold_available
